ID	Qwen3 8B	GPT	Qwen3 32B	Year	Decade	Period	Century	Author	Journal
rspb_1972_0074	Biology	Biology	Biology	1972	1970	1950	1900	H. Gr\#xFC,neberg,F. R. S.|B. M. Cattanach|Anne McLaren|H. G. Wolfe|Patricia Bowman	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspb_1947_0021	Biology	Biology	Biology	1947	1940	1900	1900	Margaret W. Jepps|C. F. A. Pantin,F. R. S.	Proceedings of the Royal Society of London. Series B - Biological Sciences
rspl_1891_0060	Astronomy	Astronomy	Astronomy	1891	1890	1850	1800	J. Norman Lockyer,F. R. S.	Proceedings of the Royal Society of London
rstb_1967_0008	Biology	Biology	Earth Sciences	1967	1960	1950	1900	M. W. Holdgate|J. E. Smith,F. R. S.	Philosophical Transactions of the Royal Society of London. Series B, Biological Sciences
rspl_1888_0117	Medicine	Biology	Biology	1888	1880	1850	1800	E. P. France|Sch\#xE4,fer,F. R. S	Proceedings of the Royal Society of London
102095	Biology	Biology	Biology	1684	1680	1650	1600	Rob Plot|Jacob Bobart	Philosophical Transactions (1683-1775)
rspl_1891_0062	Biology	Biology	Biology	1891	1890	1850	1800	C. B. Clarke,F. R. S.	Proceedings of the Royal Society of London
rspa_1914_0086	Physics	Physics	Physics	1914	1910	1900	1900	E. H. Griffiths,Sc. D.,F. R. S.|Ezer Griffiths	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspa_1972_0156	Physics	Physics	Physics	1972	1970	1950	1900	S. F. Edwards,F. R. S. |W. D. McComb	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspa_1969_0184	Chemistry	Chemistry	Chemistry	1969	1960	1950	1900	A. W. Gardner|E. Glueckauf|R. Spence,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
108617	Mathematics	Mathematics	Mathematics	1857	1850	1850	1800	Thomas P. Kirkman	Philosophical Transactions of the Royal Society of London
rspl_1893_0072	Medicine	Biology	Biology	1893	1890	1850	1800	J. S. Risien Russell,M. B.,M. R. C. P.|Professor V. Horsley,F. R. S.	Proceedings of the Royal Society of London
rstb_1965_0021	Earth Sciences	Biology	Earth Sciences	1965	1960	1950	1900	M. R. House|C. J. (now Sir James) Stubblefield,F. R. S.	Philosophical Transactions of the Royal Society of London. Series B, Biological Sciences
rspb_1993_0146	Biology	Biology	Humanities	1993	1990	1950	1900	Manfred Fahle	Proceedings of the Royal Society of London. Series B: Biological Sciences
rspb_1937_0064	Biology	Biology	Biology	1937	1930	1900	1900	A. Sand|J. Gray,F. R. S.	Proceedings of the Royal Society of London. Series B - Biological Sciences
rstb_1984_0048	Biology	Biology	Biology	1984	1980	1950	1900	A. L. DeVries|T. J. Price|A. Miller|Sir David Phillips,F. R. S. |R. J. P. Williams,F. R. S.	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rspa_1923_0124	Chemistry	Engineering and Technology	Engineering and Technology	1923	1920	1900	1900	William A. Davis |J. Vargas Eyre| Prof. H. E. Armstrong,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rsbm_1995_0023	Humanities	Humanities	Humanities	1995	1990	1950	1900	Sir Hugh Ford,F.Eng.,F. R. S. |Sir Owen Saunders	Biographical Memoirs of Fellows of the Royal Society
104898	Medicine	Medicine	Medicine	1755	1750	1750	1700	Henry Baker	Philosophical Transactions (1683-1775)
rstb_1969_0041	Biology	Biology	Biology	1969	1960	1950	1900	D. T. Anderson|Sidnie M. Manton,F. R. S.	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rspl_1887_0100	Mathematics	Mathematics	Mathematics	1887	1880	1850	1800	J. J. Sylvester,F. R. S.|James Hammond,M. A. Cant.	Proceedings of the Royal Society of London
104298	Earth Sciences	Earth Sciences	Earth Sciences	1739	1730	1700	1700	Andrea Celsio|John Eames|Mr. Celsius	Philosophical Transactions (1683-1775)
rspa_1994_0097	Earth Sciences	Earth Sciences	Earth Sciences	1994	1990	1950	1900	C. J. Brookes	Proceedings of the Royal Society of London. Series A: Mathematical and Physical Sciences
rsta_1914_0006	Astronomy	Astronomy	Earth Sciences	1914	1910	1900	1900	C. Chree,Sc. D.,LL. D.,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Containing Papers of a Mathematical or Physical Character
103527	Engineering and Technology	Engineering and Technology	Engineering and Technology	1729	1720	1700	1700	Monsieur Perault|J. T. Desaguliers	Philosophical Transactions (1683-1775)
rspb_1981_0071	Chemistry	Chemistry	Chemistry	1981	1980	1950	1900	R. J. P. Williams,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspa_1932_0111	Physics	Physics	Physics	1932	1930	1900	1900	L. H. Gray,Ph. D.|G. T. P. Tarrant,M. A.|Lord Rutherford,O. M.,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspb_1977_0080	Computer Science	Computer Science	Computer Science	1977	1970	1950	1900	D. Marr|S. Brenner,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rsbm_1960_0012	Humanities	Physics	Humanities	1960	1960	1950	1900	T. E. Allibone|J. R. Clarke|D. Gabor,F. R. S. |Samuel Roslington Milner	Biographical Memoirs of Fellows of the Royal Society
rspa_1972_0005	Physics	Physics	Physics	1972	1970	1950	1900	J. P. Elliott	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
102413	Astronomy	Astronomy	Astronomy	1695	1690	1650	1600	Mr. Halley	Philosophical Transactions (1683-1775)
rspb_1993_0105	Biology	Biology	Biology	1993	1990	1950	1900	Tracey Chapman|Jeffrey Hutchings|Linda Partridge	Proceedings of the Royal Society of London. Series B: Biological Sciences
rspa_1969_0130	Engineering and Technology	Engineering and Technology	Engineering and Technology	1969	1960	1950	1900	H. J. H. Sketch|Sir Harrie Massey,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspb_1992_0023	Biology	Biology	Biology	1992	1990	1950	1900	Fran\#xE7,ois Rousset|Dominique Vautrin|Michel Solignac	Proceedings of the Royal Society of London. Series B: Biological Sciences
rspl_1884_0117	Mathematics	Chemistry	Mathematics	1884	1880	1850	1800	William A. Tilden,D. Sc. Lond.,F. R. S.	Proceedings of the Royal Society of London
rspb_1970_0041	Biology	Biology	Biology	1970	1970	1950	1900	J. B. Clegg|M. Hosseinion|J. B. Clegg|P. M. Sheppard,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspb_1982_0089	Biology	Biology	Biology	1982	1980	1950	1900	R. Miledi|I. Parker|K. Sumikawa	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspa_1983_0096	Engineering and Technology	Engineering and Technology	Engineering and Technology	1983	1980	1950	1900	D. G. Harlow|H. E. Daniels,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspa_1989_0057	Engineering and Technology	Engineering and Technology	Engineering and Technology	1989	1980	1950	1900	A. J. Keane|W. G. Price,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspa_1953_0067	Physics	Physics	Engineering and Technology	1953	1950	1950	1900	M. J. Lighthill|M. H. A. Newman,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspa_1972_0144	Physics	Physics	Physics	1972	1970	1950	1900	S. Pancharatnam|G. W. Series,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rsta_1967_0044	Physics	Astronomy	Earth Sciences	1967	1960	1950	1900	G. E. Cook|D. G. King-Hele,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rspb_1906_0025	Biology	Biology	Biology	1906	1900	1900	1900	Gilbert C. Chubb,D. Sc.|Professor E. H. Starling,F. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
rspb_1910_0005	Biology	Biology	Biology	1910	1910	1900	1900	Richard H. Whitehouse,M. Sc. Birm.|Prof. F. W. Gamble,D. Sc.,F. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
rspa_1968_0046	Chemistry	Chemistry	Chemistry	1968	1960	1950	1900	M. J. Bennett|F. A. Cotton|R. A. Walton|G. Wilkinson,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspa_1972_0145	Physics	Physics	Physics	1972	1970	1950	1900	S. Pancharatnam|G. W. Series,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspa_1965_0024	Physics	Physics	Physics	1965	1960	1950	1900	A. Charlesby|R. H. Partridge|F. A. Freeth F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rsta_1983_0027	Physics	Physics	Physics	1983	1980	1950	1900	T. E. Faber|Lin Lei|T. E. Faber|L.G. P. Dalmolen|C. Hilsum,F. R. S|E. P. Raynes	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rspb_1995_0111	Biology	Biology	Biology	1995	1990	1950	1900	Tapio Mappes|Esa Koskela|Hannu Yl\#xF6,nen	Proceedings of the Royal Society of London. Series B: Biological Sciences
rspa_1925_0120	Physics	Physics	Physics	1925	1920	1900	1900	P. Kapitza,Ph. D.|H. W. B. Skinner,B. A.|Sir E. Rutherford,O. M.,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspl_1889_0041	Chemistry	Biology	Medicine	1889	1880	1850	1800	Percy F. Frankland,Ph. D.,B. Sc. (Lond.)|Joseph J. Fox|Professor T. E. Thorpe,F. R. S.	Proceedings of the Royal Society of London
rsta_1914_0002	Astronomy	Astronomy	Engineering and Technology	1914	1910	1900	1900	Dr. R. A. Sampson,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Containing Papers of a Mathematical or Physical Character
rsta_1995_0066	Earth Sciences	Earth Sciences	Earth Sciences	1995	1990	1950	1900	M. E. McIntyre|P. Wadhams|J. A. Dowdeswell|A. N. Schofield	Philosophical Transactions of the Royal Society of London. Series A: Physical and Engineering Sciences
rspb_1911_0043	Biology	Biology	Biology	1911	1910	1900	1900	S. M. Jacob,I. C. S.|Prof. Karl Pearson,F. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
rspa_1921_0045	Engineering and Technology	Physics	Engineering and Technology	1921	1920	1900	1900	F. H. Newman,M. Sc.,A. R. C. Sc.|Lord Rayleigh,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspb_1960_0046	Biology	Biology	Biology	1960	1960	1950	1900	J. Seed,Ph. D.|J. S. Mitchell,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rsta_1987_0091	Astronomy	Astronomy	Astronomy	1987	1980	1950	1900	D. W. Hughes|P. H. Fowler|Sir Bernard Lovell,F. R. S.|D. Lynden-Bell,F. R. S.|P. J. Message|J. E. Wilkinson|Sir William McCrea,F. R. S.|G. Turner,F. R. S.|R. Hutchison|C. T. Pillinger	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rspa_1934_0191	Chemistry	Chemistry	Chemistry	1934	1930	1900	1900	Mowbray Ritchie,B. Sc.,Ph. D.|J. Kendall,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rstb_1978_0011	Biology	Biology	Biology	1978	1970	1950	1900	D. Bourn|M. Coe|T. S. Westoll,F. R. S.	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rsbm_1944_0022	Humanities	Humanities	Humanities	1944	1940	1900	1900	Eric K. Rideal|John Keith Roberts	Obituary Notices of Fellows of the Royal Society
rstb_1992_0125	Biology	Biology	Biology	1992	1990	1950	1900	Maki Katsuhara|Masashi Tazawa|C. Brownlee|D. Sanders	Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences
rspa_1956_0031	Physics	Physics	Physics	1956	1950	1950	1900	C. N. Davies|C. V. Peetz|H. S. W. Massey,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspa_1950_0138	Physics	Physics	Physics	1950	1950	1950	1900	D. Meksyn|G. Temple,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
105518	Medicine	Medicine	Medicine	1764	1760	1750	1700	Mr. Butler|Henry Baker	Philosophical Transactions (1683-1775)
rspl_1878_0024	Physics	Astronomy	Biology	1878	1870	1850	1800	J. Norman Lockyer,F. R. S.	Proceedings of the Royal Society of London
rstb_1963_0010	Biology	Biology	Biology	1963	1960	1950	1900	H. B. Fell,Ph. D.,D. Sc. (Edinb.)|C. F. A. Pantin,F. R. S.	Philosophical Transactions of the Royal Society of London. Series B, Biological Sciences
107031	Biology	Biology	Biology	1799	1790	1750	1700	Everard Home	Philosophical Transactions of the Royal Society of London
rspa_1933_0099	Chemistry	Chemistry	Chemistry	1933	1930	1900	1900	J. H. Awbery,B. A.,B. Sc.|Ezer Griffiths,D. Sc.,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspb_1971_0025	Biology	Biology	Biology	1971	1970	1950	1900	R. K. Trench|J. L. Harley,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rstb_1978_0027	Biology	Biology	Biology	1978	1970	1950	1900	H. M. Sobell|C. -C. Tsai|S. C. Jain|T. D. Sakore|A. Klug,F. R. S.|H. G. Callan,F. R. S.	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rspa_1959_0159	Physics	Physics	Physics	1959	1950	1950	1900	W. E. Williams|L. Rosenhead,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rsnr_1974_0017	Medicine	Medicine	Medicine	1974	1970	1950	1900	A. Gibson|W. V. Farrar|Professor R. V. Jones,F. R. S. |Professor W. D. M. Paton,F. R. S.	Notes and Records of the Royal Society of London
rstb_1890_0008	Biology	Medicine	Medicine	1890	1890	1850	1800	Felix Semon,M. D.,F. R. C. P.|Victor Horsley,B. S.,F. R. S.	Philosophical Transactions of the Royal Society of London. (B.)
rstb_1985_0086	Biology	Biology	Earth Sciences	1985	1980	1950	1900	P. Janvier|L. B. Halstead|T. S. Westoll,F. R. S. |W. G. Chaloner,F. R. S. |J. D. Lawson	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rspl_1895_0123	Miscellaneous	Miscellaneous	Miscellaneous	1895	1890	1850	1800		Proceedings of the Royal Society of London
rstl_1881_0013	Biology	Biology	Biology	1881	1880	1850	1800	E. Cresswell Baber,M. B. Lond.|E. Klein,M. D.,F. R. S.	Philosophical Transactions of the Royal Society of London
rsbm_1951_0017	Humanities	Humanities	Miscellaneous	1951	1950	1950	1900	E. H. Rodd|William Palmer Wynne	Obituary Notices of Fellows of the Royal Society
rspa_1996_0009	Physics	Physics	Physics	1996	1990	1950	1900	W. J. Stroud|R. P. Millane	Proceedings of the Royal Society of London. Series A: Mathematical and Physical Sciences
rsta_1973_0087	Engineering and Technology	Engineering and Technology	Engineering and Technology	1973	1970	1950	1900	P. Bailey|A. B. Madin|L. L. Preston|J. S. Forrest,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rsta_1993_0007	Earth Sciences	Earth Sciences	Earth Sciences	1993	1990	1950	1900	Mark D. Kurz|K. G. Cox|D. P. McKenzie|R. S. White	Philosophical Transactions of the Royal Society of London. Series A: Physical and Engineering Sciences
rsta_1973_0011	Earth Sciences	Earth Sciences	Earth Sciences	1973	1970	1950	1900	W. S. Fyfe,F. R. S. |J. Sutton,F. R. S.|B. F. Windley	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rstb_1993_0077	Biology	Biology	Biology	1993	1990	1950	1900	K. Mikoshiba|T. Furuichi|A. Miyawaki|S. Yoshikawa|T. Nakagawa|N. Yamada|Y. Hamanaka|I. Fujino|T. Michikawa|Y. Ryo|H. Okano|S. Fujii|S. Nakade|A. Hall|R. T. Hunt|P. J. Parker|M. D. Waterfield	Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences
rspl_1883_0037	Earth Sciences	Earth Sciences	Earth Sciences	1883	1880	1850	1800	Staff Commander T. H. Tizard,R. N.,H. M. S. \amp,quot,Triton.\amp,quot,|Sir Frederick Evans,K. C. B.,F. R. S.	Proceedings of the Royal Society of London
rspl_1898_0005	Physics	Physics	Physics	1898	1890	1850	1800	Geo. Fras. Fitz Gerald,F. R. S.,F. T. C. D.	Proceedings of the Royal Society of London
rspb_1933_0056	Chemistry	Biology	Medicine	1933	1930	1900	1900	D. Keilin,F. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
rspb_1935_0051	Biology	Biology	Biology	1935	1930	1900	1900	A. W. Greenwood|J. S. S. Blyth|A. S. Parkes,F. R. S.	Proceedings of the Royal Society of London. Series B - Biological Sciences
rspb_1993_0086	Biology	Biology	Biology	1993	1990	1950	1900	Christopher Exley|Alan Tollervey|Gillian Gray|Sophie Roberts|J. Derek Birchall	Proceedings of the Royal Society of London. Series B: Biological Sciences
103204	Medicine	Humanities	Medicine	1713	1710	1700	1700	Samuel Bowdich	Philosophical Transactions (1683-1775)
106143	Biology	Biology	Biology	1773	1770	1750	1700	Mr. Mustel	Philosophical Transactions (1683-1775)
rspa_1937_0097	Physics	Chemistry	Physics	1937	1930	1900	1900	R. A. Buckingham,B. A.|J. E. Lennard-Jones,F. R. S.	Proceedings of the Royal Society of London. Series A - Mathematical and Physical Sciences
rstb_1948_0004	Biology	Earth Sciences	Earth Sciences	1948	1940	1900	1900	A. R. Clapham,F. R. S. |H. Godwin,Sc. D.,F. R. S.	Philosophical Transactions of the Royal Society of London. Series B, Biological Sciences
rspa_1930_0087	Earth Sciences	Earth Sciences	Earth Sciences	1930	1930	1900	1900	Colonel Sir Sidney Burrard,K. C. S. I.,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rsta_1982_0137	Physics	Physics	Physics	1982	1980	1950	1900	S. Haroche|P. Goy|J. M. Raimond|C. Fabre|M. Gross|G. W. Series,F. R. S.|B. A. Thrush,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rstb_1894_0011	Biology	Biology	Biology	1894	1890	1850	1800	Walter Heape,M. A.|Professor Michael Foster,Sec. R. S.	Philosophical Transactions of the Royal Society of London. (B.)
rspl_1881_0064	Biology	Biology	Biology	1881	1880	1850	1800	Herbert Watney,M. A.,M. D. Cantab.|E. A. Sch\#xE4,fer,F. R. S.	Proceedings of the Royal Society of London
rspa_1914_0088	Humanities	Humanities	Miscellaneous	1914	1910	1900	1900		Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspa_1970_0026	Physics	Physics	Engineering and Technology	1970	1970	1950	1900	R. T. Waters,|T. E. S. Rickard|W. B. Stark|T. E. Allibone,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspa_1931_0027	Chemistry	Chemistry	Chemistry	1931	1930	1900	1900	John G. A. Griffiths|Ronald G. W. Norrish.|T. M. Lowry,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rstb_1893_0006	Biology	Medicine	Medicine	1893	1890	1850	1800	Alex Hill,M. D.|Professor Alexander Macalister,M. D.,F. R. S.	Philosophical Transactions of the Royal Society of London. (B.)
rsbm_1987_0024	Miscellaneous	Humanities	Mathematics	1987	1980	1950	1900	L. Fox|James Hardy Wilkinson	Biographical Memoirs of Fellows of the Royal Society
109005	Chemistry	Chemistry	Chemistry	1869	1860	1850	1800	F. A. Abel	Philosophical Transactions of the Royal Society of London
rspb_1974_0062	Biology	Biology	Biology	1974	1970	1950	1900	G. Owen|Sir Maurice Yonge,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspb_1984_0018	Biology	Biology	Biology	1984	1980	1950	1900	C. R. Wilkinson|R. Garrone|J. Vacelet|D. C. Smith,Sec. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rstb_1887_0012	Biology	Biology	Earth Sciences	1887	1880	1850	1800	W. C. Williamson,LL. D.,F. R. S.	Philosophical Transactions of the Royal Society of London. (B.)
rspa_1979_0101	Physics	Physics	Physics	1979	1970	1950	1900	J. M. Stewart|S. W. Hawking,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
107483	Astronomy	Astronomy	Astronomy	1818	1810	1800	1800	John Pond	Philosophical Transactions of the Royal Society of London
rspl_1883_0058	Medicine	Medicine	Medicine	1883	1880	1850	1800	T. Lauder Brunton,M. D.,F. R. S.|J. Theodore Cash,M. D.	Proceedings of the Royal Society of London
rstb_1985_0110	Biology	Biology	Biology	1985	1980	1950	1900	J. M. Lynch|S. H. T. Harper|Sir Kenneth Blaxter,F. R. S. |Sir Leslie Fowden,F. R. S.	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rspl_1871_0024	Biology	Biology	Biology	1871	1870	1850	1800	A. Macalister,A. B.,M. B. T. C. D.|Dr. Sharpey,Sec. R. S.	Proceedings of the Royal Society of London
rspl_1874_0060	Medicine	Biology	Biology	1874	1870	1850	1800	Col. J. T. Smith,F. R. S.	Proceedings of the Royal Society of London
rspl_1901_0067	Astronomy	Astronomy	Astronomy	1901	1900	1900	1900	Sir Norman Lockyer,K. C. B.,F. R. S.	Proceedings of the Royal Society of London
105488	Earth Sciences	Earth Sciences	Earth Sciences	1766	1760	1750	1700	J. Michell	Philosophical Transactions (1683-1775)
rstb_1969_0013	Biology	Biology	Biology	1969	1960	1950	1900	P. N. Lawrence|Penelope J. M. Greenslade|E. J. H. Corner,F. R. S.	Philosophical Transactions of the Royal Society of London. Series B, Biological Sciences
rspa_1946_0080	Chemistry	Chemistry	Chemistry	1946	1940	1900	1900	L. H. Long,D.I.C.,Ph.D.|R. G. W. Norrish,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspa_1954_0149	Physics	Physics	Physics	1954	1950	1950	1900	A. B. Lidiard|C. A. Coulson,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rsbm_1970_0022	Miscellaneous	Humanities	Humanities	1970	1970	1950	1900	I. de Burgh Daly|L. Mary Pickford|Ernest Basil Verney	Biographical Memoirs of Fellows of the Royal Society
105391	Chemistry	Chemistry	Medicine	1759	1750	1750	1700	John Rutty	Philosophical Transactions (1683-1775)
rspb_1992_0070	Biology	Biology	Biology	1992	1990	1950	1900	G. D. Giddings|H. Rees	Proceedings of the Royal Society of London. Series B: Biological Sciences
rspa_1974_0051	Chemistry	Chemistry	Chemistry	1974	1970	1950	1900	C. Hall|R. E. Richards,F. R. S.|R. R. Sharp	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspb_1975_0120	Engineering and Technology	Biology	Biology	1975	1970	1950	1900	J. I. W. Anderson|Sir Ernst Chain,F. R. S.|S. A. Goldblith|L. Rey|A. Spicer	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspa_1954_0137	Physics	Physics	Physics	1954	1950	1950	1900	M. J. Lighthill,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspa_1972_0170	Engineering and Technology	Engineering and Technology	Engineering and Technology	1972	1970	1950	1900	G. R. Paul|A. Cameron|H. Ford,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspl_1899_0032	Biology	Biology	Biology	1899	1890	1850	1800	H. G. Plimmer|J. Rose Bradford,F. R. S.	Proceedings of the Royal Society of London
rstb_1956_0002	Earth Sciences	Earth Sciences	Earth Sciences	1956	1950	1950	1900		Philosophical Transactions of the Royal Society of London. Series B, Biological Sciences
rsta_1987_0032	Biology	Biology	Biology	1987	1980	1950	1900	B. S. Hartley,F. R. S.|G. Shama|B. S. Hartley,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rsta_1890_0010	Physics	Physics	Physics	1890	1890	1850	1800	W. C. Dampier Whetham,B. A.|J. J. Thomson,M. A.,F. R. S.	Philosophical Transactions of the Royal Society of London. (A.)
105710	Physics	Physics	Physics	1763	1760	1750	1700	Ebenezer Kinnersley	Philosophical Transactions (1683-1775)
rsnr_1990_0001	Earth Sciences	Earth Sciences	Earth Sciences	1990	1990	1950	1900	Geological Survey of Canada,Department of Energy,Mines and Resources,Ottawa,Ontario,K1A OE8,Canada	Notes and Records of the Royal Society of London
rspa_1953_0183	Physics	Physics	Physics	1953	1950	1950	1900	M. L. G. Redhead|H. S. W. Massey,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspa_1975_0083	Mathematics	Physics	Physics	1975	1970	1950	1900	P. J. McCarthy|S. W. Hawking F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspl_1874_0072	Physics	Physics	Physics	1874	1870	1850	1800	John Perry,B. E.|Professor Sir William Thomson,F. R. S.,LL. D.	Proceedings of the Royal Society of London
rspa_1964_0170	Physics	Physics	Physics	1964	1960	1950	1900	S. Chandrasekhar|Dame Kathleen Lonsdale,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspa_1925_0047	Physics	Physics	Physics	1925	1920	1900	1900	J. E. Jones,Ph. D.|A. E. Ingham,B. A.|Prof. S. Chapman,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
110096	Astronomy	Astronomy	Astronomy	1815	1810	1800	1800	Robert Woodhouse	Abstracts of the Papers Printed in the Philosophical Transactions of the Royal Society of London
rspa_1980_0043	Chemistry	Engineering and Technology	Engineering and Technology	1980	1980	1950	1900	A. Kumar|B. L. Eyre|J. W. Christian,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
111213	Earth Sciences	Earth Sciences	Earth Sciences	1850	1850	1850	1800	Henry Mangles Denham	Abstracts of the Papers Communicated to the Royal Society of London
rspa_1955_0172	Physics	Physics	Engineering and Technology	1955	1950	1950	1900	D. Meksyn|L. Howarth,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspb_1962_0059	Biology	Biology	Biology	1962	1960	1950	1900	F. G. Young,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
112507	Physics	Physics	Physics	1867	1860	1850	1800	F. Bashforth	Proceedings of the Royal Society of London
112232	Physics	Engineering and Technology	Engineering and Technology	1862	1860	1850	1800	Fleeming Jenkin	Proceedings of the Royal Society of London
rspa_1931_0035	Engineering and Technology	Engineering and Technology	Engineering and Technology	1931	1930	1900	1900	Alexander Thom,D. Sc.,Ph. D.|James Orr,B. Sc.|R. V. Southwell,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rsta_1990_0160	Physics	Physics	Physics	1990	1990	1950	1900	J. T. Stuart|M. Tabor|J. T. Stewart|M. Tabor	Philosophical Transactions of the Royal Society of London. Series A: Physical and Engineering Sciences
rspa_1907_0014	Physics	Physics	Physics	1907	1900	1900	1900	E. Gold,B. A.|Professor H. A. Wilson,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspa_1923_0089	Physics	Physics	Chemistry	1923	1920	1900	1900	W. B. Rimmer,M. Sc.,D. I. C.|Prof. A. Fowler,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspa_1979_0077	Physics	Physics	Physics	1979	1970	1950	1900	A. T. Collins|S. Rafique|W. C. Price,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
